company,percentage,demographics,job_category
MobileIron,22.5,Women_of_color,Executives-Managers-Professionals
Nvidia,0.9,Underrepresented_minorities_female,Executives-Managers-Professionals
View,1,Underrepresented_minorities_female,Executives-Managers-Professionals
eBay,2.2,Underrepresented_minorities_female,Executives-Managers-Professionals
MobileIron,2.7,Underrepresented_minorities_female,Executives-Managers-Professionals
Cisco,2.9,Underrepresented_minorities_female,Executives-Managers-Professionals
Google,2.9,Underrepresented_minorities_female,Executives-Managers-Professionals
NetApp,3,Underrepresented_minorities_female,Executives-Managers-Professionals
Apple,3,Underrepresented_minorities_female,Executives-Managers-Professionals
Salesforce,3,Underrepresented_minorities_female,Executives-Managers-Professionals
Uber,3,Underrepresented_minorities_female,Executives-Managers-Professionals
Adobe,3.1,Underrepresented_minorities_female,Executives-Managers-Professionals
PayPal,3.2,Underrepresented_minorities_female,Executives-Managers-Professionals
Twitter,3.5,Underrepresented_minorities_female,Executives-Managers-Professionals
Intel,3.5,Underrepresented_minorities_female,Executives-Managers-Professionals
Facebook,3.5,Underrepresented_minorities_female,Executives-Managers-Professionals
Square,3.7,Underrepresented_minorities_female,Executives-Managers-Professionals
LinkedIn,3.9,Underrepresented_minorities_female,Executives-Managers-Professionals
Intuit,4.2,Underrepresented_minorities_female,Executives-Managers-Professionals
Sanmina,4.2,Underrepresented_minorities_female,Executives-Managers-Professionals
HP Inc.,4.4,Underrepresented_minorities_female,Executives-Managers-Professionals
Pinterest,4.6,Underrepresented_minorities_female,Executives-Managers-Professionals
HPE,4.8,Underrepresented_minorities_female,Executives-Managers-Professionals
Airbnb,4.9,Underrepresented_minorities_female,Executives-Managers-Professionals
Lyft,4.9,Underrepresented_minorities_female,Executives-Managers-Professionals
23andMe,5.6,Underrepresented_minorities_female,Executives-Managers-Professionals
HP Inc.,26.3,People_of_color,Executives-Managers-Professionals
HPE,27.4,People_of_color,Executives-Managers-Professionals
Sanmina,30,People_of_color,Executives-Managers-Professionals
23andMe,35.5,People_of_color,Executives-Managers-Professionals
Adobe,36.6,People_of_color,Executives-Managers-Professionals
Lyft,37.7,People_of_color,Executives-Managers-Professionals
Square,38.1,People_of_color,Executives-Managers-Professionals
Salesforce,38.6,People_of_color,Executives-Managers-Professionals
NetApp,39.5,People_of_color,Executives-Managers-Professionals
View,43.1,People_of_color,Executives-Managers-Professionals
Twitter,43.4,People_of_color,Executives-Managers-Professionals
Google,44,People_of_color,Executives-Managers-Professionals
Apple,45.8,People_of_color,Executives-Managers-Professionals
Airbnb,45.9,People_of_color,Executives-Managers-Professionals
Uber,46.3,People_of_color,Executives-Managers-Professionals
Intuit,47.2,People_of_color,Executives-Managers-Professionals
Facebook,49.7,People_of_color,Executives-Managers-Professionals
Cisco,49.7,People_of_color,Executives-Managers-Professionals
PayPal,50.3,People_of_color,Executives-Managers-Professionals
MobileIron,52.9,People_of_color,Executives-Managers-Professionals
LinkedIn,53,People_of_color,Executives-Managers-Professionals
Intel,53.3,People_of_color,Executives-Managers-Professionals
Pinterest,54,People_of_color,Executives-Managers-Professionals
eBay,54.6,People_of_color,Executives-Managers-Professionals
Nvidia,56.6,People_of_color,Executives-Managers-Professionals
Nvidia,4.5,Underrepresented_minorities,Executives-Managers-Professionals
eBay,5.2,Underrepresented_minorities,Executives-Managers-Professionals
Adobe,7.2,Underrepresented_minorities,Executives-Managers-Professionals
PayPal,8.3,Underrepresented_minorities,Executives-Managers-Professionals
Uber,8.4,Underrepresented_minorities,Executives-Managers-Professionals
MobileIron,8.6,Underrepresented_minorities,Executives-Managers-Professionals
Salesforce,8.6,Underrepresented_minorities,Executives-Managers-Professionals
Google,8.8,Underrepresented_minorities,Executives-Managers-Professionals
LinkedIn,9,Underrepresented_minorities,Executives-Managers-Professionals
Twitter,9.1,Underrepresented_minorities,Executives-Managers-Professionals
NetApp,9.1,Underrepresented_minorities,Executives-Managers-Professionals
Facebook,9.2,Underrepresented_minorities,Executives-Managers-Professionals
Apple,9.2,Underrepresented_minorities,Executives-Managers-Professionals
Cisco,9.3,Underrepresented_minorities,Executives-Managers-Professionals
Square,9.6,Underrepresented_minorities,Executives-Managers-Professionals
Airbnb,10.7,Underrepresented_minorities,Executives-Managers-Professionals
Pinterest,10.7,Underrepresented_minorities,Executives-Managers-Professionals
Intuit,10.7,Underrepresented_minorities,Executives-Managers-Professionals
HP Inc.,11.3,Underrepresented_minorities,Executives-Managers-Professionals
23andMe,11.6,Underrepresented_minorities,Executives-Managers-Professionals
Intel,11.7,Underrepresented_minorities,Executives-Managers-Professionals
Sanmina,12.4,Underrepresented_minorities,Executives-Managers-Professionals
View,12.4,Underrepresented_minorities,Executives-Managers-Professionals
HPE,13,Underrepresented_minorities,Executives-Managers-Professionals
Lyft,13,Underrepresented_minorities,Executives-Managers-Professionals
23andMe,2.4,Hispanic_or_Latino,Executives and Managers
Uber,2.5,Hispanic_or_Latino,Executives and Managers
View,2.7,Hispanic_or_Latino,Executives and Managers
Twitter,3.1,Hispanic_or_Latino,Executives and Managers
Salesforce,3.3,Hispanic_or_Latino,Executives and Managers
eBay,3.4,Hispanic_or_Latino,Executives and Managers
Nvidia,3.4,Hispanic_or_Latino,Executives and Managers
Facebook,3.6,Hispanic_or_Latino,Executives and Managers
LinkedIn,3.7,Hispanic_or_Latino,Executives and Managers
HPE,4,Hispanic_or_Latino,Executives and Managers
Adobe,4.1,Hispanic_or_Latino,Executives and Managers
NetApp,4.1,Hispanic_or_Latino,Executives and Managers
Pinterest,4.2,Hispanic_or_Latino,Executives and Managers
PayPal,4.4,Hispanic_or_Latino,Executives and Managers
Lyft,4.4,Hispanic_or_Latino,Executives and Managers
Cisco,4.7,Hispanic_or_Latino,Executives and Managers
Square,4.9,Hispanic_or_Latino,Executives and Managers
Intuit,5,Hispanic_or_Latino,Executives and Managers
Google,5,Hispanic_or_Latino,Executives and Managers
Airbnb,5.1,Hispanic_or_Latino,Executives and Managers
Intel,6.3,Hispanic_or_Latino,Executives and Managers
Apple,6.8,Hispanic_or_Latino,Executives and Managers
HP Inc.,7.8,Hispanic_or_Latino,Executives and Managers
MobileIron,7.9,Hispanic_or_Latino,Executives and Managers
Sanmina,10.2,Hispanic_or_Latino,Executives and Managers
Pinterest,45.8,White,Executives and Managers
Nvidia,52.1,White,Executives and Managers
MobileIron,53.9,White,Executives and Managers
LinkedIn,57.1,White,Executives and Managers
eBay,61.6,White,Executives and Managers
Intel,61.6,White,Executives and Managers
Facebook,63.1,White,Executives and Managers
PayPal,63.4,White,Executives and Managers
Google,63.5,White,Executives and Managers
Cisco,63.7,White,Executives and Managers
View,64.4,White,Executives and Managers
Apple,65.4,White,Executives and Managers
Airbnb,66.3,White,Executives and Managers
Uber,67.1,White,Executives and Managers
Intuit,67.7,White,Executives and Managers
Square,68.2,White,Executives and Managers
NetApp,68.7,White,Executives and Managers
Twitter,68.8,White,Executives and Managers
Adobe,70.9,White,Executives and Managers
Salesforce,72.7,White,Executives and Managers
Sanmina,74.1,White,Executives and Managers
Lyft,74.8,White,Executives and Managers
23andMe,78,White,Executives and Managers
HP Inc.,78.1,White,Executives and Managers
HPE,80.8,White,Executives and Managers
23andMe,0,Black_or_African_American,Executives and Managers
MobileIron,0,Black_or_African_American,Executives and Managers
Nvidia,1.1,Black_or_African_American,Executives and Managers
Square,1.1,Black_or_African_American,Executives and Managers
Adobe,1.4,Black_or_African_American,Executives and Managers
Lyft,1.5,Black_or_African_American,Executives and Managers
LinkedIn,1.6,Black_or_African_American,Executives and Managers
Sanmina,1.7,Black_or_African_American,Executives and Managers
Salesforce,1.7,Black_or_African_American,Executives and Managers
Twitter,2,Black_or_African_American,Executives and Managers
eBay,2,Black_or_African_American,Executives and Managers
HP Inc.,2.1,Black_or_African_American,Executives and Managers
Uber,2.1,Black_or_African_American,Executives and Managers
Cisco,2.2,Black_or_African_American,Executives and Managers
Facebook,2.2,Black_or_African_American,Executives and Managers
Google,2.4,Black_or_African_American,Executives and Managers
NetApp,2.4,Black_or_African_American,Executives and Managers
Intuit,2.8,Black_or_African_American,Executives and Managers
Airbnb,2.8,Black_or_African_American,Executives and Managers
Intel,2.9,Black_or_African_American,Executives and Managers
PayPal,3.1,Black_or_African_American,Executives and Managers
Apple,3.5,Black_or_African_American,Executives and Managers
HPE,4,Black_or_African_American,Executives and Managers
View,4.1,Black_or_African_American,Executives and Managers
Pinterest,4.2,Black_or_African_American,Executives and Managers
HPE,10.1,Asian,Executives and Managers
HP Inc.,11,Asian,Executives and Managers
Sanmina,13.3,Asian,Executives and Managers
23andMe,14.6,Asian,Executives and Managers
Lyft,15.3,Asian,Executives and Managers
Salesforce,19.8,Asian,Executives and Managers
Square,21.7,Asian,Executives and Managers
Intuit,22.1,Asian,Executives and Managers
Airbnb,22.2,Asian,Executives and Managers
Adobe,22.5,Asian,Executives and Managers
Apple,22.9,Asian,Executives and Managers
View,23.3,Asian,Executives and Managers
NetApp,23.4,Asian,Executives and Managers
Twitter,24,Asian,Executives and Managers
Uber,25.8,Asian,Executives and Managers
Google,27.2,Asian,Executives and Managers
Intel,27.5,Asian,Executives and Managers
Facebook,27.7,Asian,Executives and Managers
PayPal,27.8,Asian,Executives and Managers
Cisco,28.4,Asian,Executives and Managers
eBay,31.6,Asian,Executives and Managers
MobileIron,33.7,Asian,Executives and Managers
LinkedIn,34.8,Asian,Executives and Managers
Pinterest,35.4,Asian,Executives and Managers
Nvidia,42.9,Asian,Executives and Managers
View,11,Female_total,Executives and Managers
Nvidia,16.5,Female_total,Executives and Managers
MobileIron,20.2,Female_total,Executives and Managers
Cisco,22.7,Female_total,Executives and Managers
Intel,22.7,Female_total,Executives and Managers
Sanmina,25.1,Female_total,Executives and Managers
NetApp,26.3,Female_total,Executives and Managers
Uber,27.2,Female_total,Executives and Managers
Apple,27.3,Female_total,Executives and Managers
HP Inc.,28.3,Female_total,Executives and Managers
HPE,28.4,Female_total,Executives and Managers
Facebook,30.2,Female_total,Executives and Managers
Salesforce,30.5,Female_total,Executives and Managers
Square,32.6,Female_total,Executives and Managers
Adobe,34.2,Female_total,Executives and Managers
Twitter,34.8,Female_total,Executives and Managers
Lyft,36.1,Female_total,Executives and Managers
LinkedIn,36.7,Female_total,Executives and Managers
Google,36.9,Female_total,Executives and Managers
Pinterest,37.5,Female_total,Executives and Managers
eBay,38.1,Female_total,Executives and Managers
Airbnb,40.6,Female_total,Executives and Managers
PayPal,40.8,Female_total,Executives and Managers
Intuit,40.9,Female_total,Executives and Managers
23andMe,45.1,Female_total,Executives and Managers
View,4.1,White_female,Executives and Managers
Nvidia,6.7,White_female,Executives and Managers
MobileIron,7.9,White_female,Executives and Managers
Cisco,13.9,White_female,Executives and Managers
Intel,14,White_female,Executives and Managers
NetApp,16.7,White_female,Executives and Managers
Apple,17.5,White_female,Executives and Managers
Uber,18.1,White_female,Executives and Managers
Facebook,18.2,White_female,Executives and Managers
Sanmina,18.4,White_female,Executives and Managers
Pinterest,18.8,White_female,Executives and Managers
Square,19.5,White_female,Executives and Managers
Salesforce,21.1,White_female,Executives and Managers
Adobe,21.6,White_female,Executives and Managers
LinkedIn,21.6,White_female,Executives and Managers
HP Inc.,21.8,White_female,Executives and Managers
Google,22,White_female,Executives and Managers
HPE,22.3,White_female,Executives and Managers
eBay,23.4,White_female,Executives and Managers
Twitter,23.5,White_female,Executives and Managers
PayPal,25.4,White_female,Executives and Managers
Lyft,27.7,White_female,Executives and Managers
Intuit,28,White_female,Executives and Managers
Airbnb,28.3,White_female,Executives and Managers
23andMe,30.5,White_female,Executives and Managers
HPE,2.7,Asian_female,Executives and Managers
HP Inc.,3.2,Asian_female,Executives and Managers
Sanmina,3.6,Asian_female,Executives and Managers
Lyft,4.7,Asian_female,Executives and Managers
View,5.5,Asian_female,Executives and Managers
Intel,5.9,Asian_female,Executives and Managers
Apple,6.1,Asian_female,Executives and Managers
Cisco,6.2,Asian_female,Executives and Managers
Uber,6.2,Asian_female,Executives and Managers
Salesforce,6.8,Asian_female,Executives and Managers
NetApp,7.2,Asian_female,Executives and Managers
Square,7.9,Asian_female,Executives and Managers
Twitter,8.1,Asian_female,Executives and Managers
Airbnb,8.4,Asian_female,Executives and Managers
23andMe,8.5,Asian_female,Executives and Managers
Intuit,8.5,Asian_female,Executives and Managers
Nvidia,8.8,Asian_female,Executives and Managers
Facebook,8.9,Asian_female,Executives and Managers
Adobe,9.7,Asian_female,Executives and Managers
Pinterest,10.4,Asian_female,Executives and Managers
Google,11,Asian_female,Executives and Managers
LinkedIn,11.2,Asian_female,Executives and Managers
MobileIron,11.2,Asian_female,Executives and Managers
PayPal,11.6,Asian_female,Executives and Managers
eBay,11.8,Asian_female,Executives and Managers
23andMe,0,Black_or_African_American_female,Executives and Managers
Lyft,0,Black_or_African_American_female,Executives and Managers
MobileIron,0,Black_or_African_American_female,Executives and Managers
View,0,Black_or_African_American_female,Executives and Managers
Nvidia,0.3,Black_or_African_American_female,Executives and Managers
Adobe,0.4,Black_or_African_American_female,Executives and Managers
Uber,0.6,Black_or_African_American_female,Executives and Managers
Salesforce,0.6,Black_or_African_American_female,Executives and Managers
Twitter,0.7,Black_or_African_American_female,Executives and Managers
Square,0.7,Black_or_African_American_female,Executives and Managers
Sanmina,0.7,Black_or_African_American_female,Executives and Managers
Intel,0.7,Black_or_African_American_female,Executives and Managers
Facebook,0.7,Black_or_African_American_female,Executives and Managers
Cisco,0.7,Black_or_African_American_female,Executives and Managers
LinkedIn,0.8,Black_or_African_American_female,Executives and Managers
HP Inc.,0.8,Black_or_African_American_female,Executives and Managers
Airbnb,0.8,Black_or_African_American_female,Executives and Managers
eBay,1,Black_or_African_American_female,Executives and Managers
NetApp,1,Black_or_African_American_female,Executives and Managers
Google,1.1,Black_or_African_American_female,Executives and Managers
Apple,1.4,Black_or_African_American_female,Executives and Managers
PayPal,1.6,Black_or_African_American_female,Executives and Managers
Intuit,1.7,Black_or_African_American_female,Executives and Managers
HPE,1.8,Black_or_African_American_female,Executives and Managers
Pinterest,2.1,Black_or_African_American_female,Executives and Managers
MobileIron,0,Hispanic_or_Latino_female,Executives and Managers
Pinterest,0,Hispanic_or_Latino_female,Executives and Managers
Nvidia,0.8,Hispanic_or_Latino_female,Executives and Managers
Salesforce,1.1,Hispanic_or_Latino_female,Executives and Managers
eBay,1.2,Hispanic_or_Latino_female,Executives and Managers
Uber,1.2,Hispanic_or_Latino_female,Executives and Managers
NetApp,1.2,Hispanic_or_Latino_female,Executives and Managers
Facebook,1.2,Hispanic_or_Latino_female,Executives and Managers
23andMe,1.2,Hispanic_or_Latino_female,Executives and Managers
HPE,1.3,Hispanic_or_Latino_female,Executives and Managers
View,1.4,Hispanic_or_Latino_female,Executives and Managers
Lyft,1.5,Hispanic_or_Latino_female,Executives and Managers
Cisco,1.6,Hispanic_or_Latino_female,Executives and Managers
Intel,1.6,Hispanic_or_Latino_female,Executives and Managers
Twitter,1.6,Hispanic_or_Latino_female,Executives and Managers
Intuit,1.8,Hispanic_or_Latino_female,Executives and Managers
Google,1.8,Hispanic_or_Latino_female,Executives and Managers
Apple,1.8,Hispanic_or_Latino_female,Executives and Managers
PayPal,1.8,Hispanic_or_Latino_female,Executives and Managers
Adobe,2,Hispanic_or_Latino_female,Executives and Managers
LinkedIn,2.1,Hispanic_or_Latino_female,Executives and Managers
HP Inc.,2.2,Hispanic_or_Latino_female,Executives and Managers
Sanmina,2.2,Hispanic_or_Latino_female,Executives and Managers
Airbnb,2.3,Hispanic_or_Latino_female,Executives and Managers
Square,3,Hispanic_or_Latino_female,Executives and Managers
HPE,6.1,Women_of_color,Executives and Managers
HP Inc.,6.5,Women_of_color,Executives and Managers
Sanmina,6.7,Women_of_color,Executives and Managers
View,6.8,Women_of_color,Executives and Managers
Lyft,8.4,Women_of_color,Executives and Managers
Intel,8.7,Women_of_color,Executives and Managers
Cisco,8.8,Women_of_color,Executives and Managers
Uber,9.1,Women_of_color,Executives and Managers
Salesforce,9.4,Women_of_color,Executives and Managers
NetApp,9.6,Women_of_color,Executives and Managers
Apple,9.8,Women_of_color,Executives and Managers
Nvidia,9.9,Women_of_color,Executives and Managers
Twitter,11.2,Women_of_color,Executives and Managers
Facebook,12,Women_of_color,Executives and Managers
Airbnb,12.2,Women_of_color,Executives and Managers
MobileIron,12.4,Women_of_color,Executives and Managers
Adobe,12.6,Women_of_color,Executives and Managers
Intuit,12.8,Women_of_color,Executives and Managers
Square,13.1,Women_of_color,Executives and Managers
23andMe,14.6,Women_of_color,Executives and Managers
eBay,14.7,Women_of_color,Executives and Managers
Google,14.9,Women_of_color,Executives and Managers
LinkedIn,15.2,Women_of_color,Executives and Managers
PayPal,15.4,Women_of_color,Executives and Managers
Pinterest,18.8,Women_of_color,Executives and Managers
MobileIron,1.1,Underrepresented_minorities_female,Executives and Managers
Nvidia,1.1,Underrepresented_minorities_female,Executives and Managers
View,1.4,Underrepresented_minorities_female,Executives and Managers
NetApp,2.4,Underrepresented_minorities_female,Executives and Managers
Cisco,2.6,Underrepresented_minorities_female,Executives and Managers
Salesforce,2.6,Underrepresented_minorities_female,Executives and Managers
Adobe,2.8,Underrepresented_minorities_female,Executives and Managers
Intel,2.8,Underrepresented_minorities_female,Executives and Managers
Uber,2.9,Underrepresented_minorities_female,Executives and Managers
eBay,3,Underrepresented_minorities_female,Executives and Managers
Facebook,3.1,Underrepresented_minorities_female,Executives and Managers
Sanmina,3.1,Underrepresented_minorities_female,Executives and Managers
Twitter,3.1,Underrepresented_minorities_female,Executives and Managers
HP Inc.,3.3,Underrepresented_minorities_female,Executives and Managers
HPE,3.5,Underrepresented_minorities_female,Executives and Managers
Lyft,3.6,Underrepresented_minorities_female,Executives and Managers
Apple,3.7,Underrepresented_minorities_female,Executives and Managers
Airbnb,3.8,Underrepresented_minorities_female,Executives and Managers
Google,3.8,Underrepresented_minorities_female,Executives and Managers
PayPal,3.8,Underrepresented_minorities_female,Executives and Managers
LinkedIn,4,Underrepresented_minorities_female,Executives and Managers
Intuit,4.4,Underrepresented_minorities_female,Executives and Managers
Square,5.2,Underrepresented_minorities_female,Executives and Managers
23andMe,6.1,Underrepresented_minorities_female,Executives and Managers
Pinterest,8.3,Underrepresented_minorities_female,Executives and Managers
HPE,19.2,People_of_color,Executives and Managers
HP Inc.,21.9,People_of_color,Executives and Managers
23andMe,22,People_of_color,Executives and Managers
Lyft,25.2,People_of_color,Executives and Managers
Sanmina,25.9,People_of_color,Executives and Managers
Salesforce,27.3,People_of_color,Executives and Managers
Adobe,29.1,People_of_color,Executives and Managers
Twitter,31.2,People_of_color,Executives and Managers
NetApp,31.3,People_of_color,Executives and Managers
Square,31.8,People_of_color,Executives and Managers
Intuit,32.3,People_of_color,Executives and Managers
Uber,32.9,People_of_color,Executives and Managers
Airbnb,33.7,People_of_color,Executives and Managers
Apple,34.6,People_of_color,Executives and Managers
View,35.6,People_of_color,Executives and Managers
Cisco,36.3,People_of_color,Executives and Managers
Google,36.5,People_of_color,Executives and Managers
PayPal,36.6,People_of_color,Executives and Managers
Facebook,36.9,People_of_color,Executives and Managers
eBay,38.4,People_of_color,Executives and Managers
Intel,38.4,People_of_color,Executives and Managers
LinkedIn,42.9,People_of_color,Executives and Managers
MobileIron,46.1,People_of_color,Executives and Managers
Nvidia,47.9,People_of_color,Executives and Managers
Pinterest,54.2,People_of_color,Executives and Managers
Nvidia,5,Underrepresented_minorities,Executives and Managers
Adobe,6.6,Underrepresented_minorities,Executives and Managers
eBay,6.8,Underrepresented_minorities,Executives and Managers
Uber,7.1,Underrepresented_minorities,Executives and Managers
Twitter,7.2,Underrepresented_minorities,Executives and Managers
23andMe,7.3,Underrepresented_minorities,Executives and Managers
Salesforce,7.5,Underrepresented_minorities,Executives and Managers
NetApp,7.9,Underrepresented_minorities,Executives and Managers
Cisco,7.9,Underrepresented_minorities,Executives and Managers
LinkedIn,8.1,Underrepresented_minorities,Executives and Managers
PayPal,8.9,Underrepresented_minorities,Executives and Managers
HPE,9.1,Underrepresented_minorities,Executives and Managers
Facebook,9.2,Underrepresented_minorities,Executives and Managers
Google,9.3,Underrepresented_minorities,Executives and Managers
Lyft,9.9,Underrepresented_minorities,Executives and Managers
Square,10.1,Underrepresented_minorities,Executives and Managers
Intuit,10.2,Underrepresented_minorities,Executives and Managers
Intel,10.9,Underrepresented_minorities,Executives and Managers
HP Inc.,10.9,Underrepresented_minorities,Executives and Managers
Airbnb,11.5,Underrepresented_minorities,Executives and Managers
Apple,11.8,Underrepresented_minorities,Executives and Managers
View,12.3,Underrepresented_minorities,Executives and Managers
MobileIron,12.4,Underrepresented_minorities,Executives and Managers
Sanmina,12.6,Underrepresented_minorities,Executives and Managers
Pinterest,18.8,Underrepresented_minorities,Executives and Managers
Uber,2.7,Hispanic_or_Latino,Managers
23andMe,3.1,Hispanic_or_Latino,Managers
Salesforce,3.3,Hispanic_or_Latino,Managers
eBay,3.4,Hispanic_or_Latino,Managers
Twitter,3.5,Hispanic_or_Latino,Managers
LinkedIn,3.7,Hispanic_or_Latino,Managers
Facebook,3.7,Hispanic_or_Latino,Managers
HPE,4,Hispanic_or_Latino,Managers
Adobe,4.1,Hispanic_or_Latino,Managers
NetApp,4.2,Hispanic_or_Latino,Managers
PayPal,4.3,Hispanic_or_Latino,Managers
Nvidia,4.4,Hispanic_or_Latino,Managers
Lyft,4.6,Hispanic_or_Latino,Managers
Cisco,4.8,Hispanic_or_Latino,Managers
Google,5,Hispanic_or_Latino,Managers
Pinterest,5,Hispanic_or_Latino,Managers
View,5.1,Hispanic_or_Latino,Managers
Square,5.1,Hispanic_or_Latino,Managers
Intuit,5.3,Hispanic_or_Latino,Managers
Airbnb,5.8,Hispanic_or_Latino,Managers
Intel,6.4,Hispanic_or_Latino,Managers
Apple,6.8,Hispanic_or_Latino,Managers
HP Inc.,8,Hispanic_or_Latino,Managers
MobileIron,9.5,Hispanic_or_Latino,Managers
Sanmina,11.7,Hispanic_or_Latino,Managers
Nvidia,42.9,White,Managers
Pinterest,45,White,Managers
MobileIron,52.7,White,Managers
LinkedIn,55.2,White,Managers
eBay,60.9,White,Managers
Facebook,61,White,Managers
Intel,61.3,White,Managers
PayPal,62.6,White,Managers
Cisco,63.2,White,Managers
Google,63.4,White,Managers
Apple,65.1,White,Managers
Airbnb,65.8,White,Managers
Uber,66.3,White,Managers
Intuit,66.9,White,Managers
Square,67.2,White,Managers
NetApp,68.5,White,Managers
Twitter,68.9,White,Managers
View,69.2,White,Managers
Adobe,70.7,White,Managers
Salesforce,71.9,White,Managers
Sanmina,72.4,White,Managers
23andMe,73.8,White,Managers
Lyft,74.1,White,Managers
HP Inc.,77.6,White,Managers
HPE,80.4,White,Managers
23andMe,0,Black_or_African_American,Managers
MobileIron,0,Black_or_African_American,Managers
Lyft,1.2,Black_or_African_American,Managers
Square,1.2,Black_or_African_American,Managers
Adobe,1.4,Black_or_African_American,Managers
Nvidia,1.6,Black_or_African_American,Managers
Sanmina,1.7,Black_or_African_American,Managers
Facebook,1.8,Black_or_African_American,Managers
Salesforce,1.9,Black_or_African_American,Managers
LinkedIn,1.9,Black_or_African_American,Managers
eBay,2,Black_or_African_American,Managers
Uber,2.2,Black_or_African_American,Managers
NetApp,2.2,Black_or_African_American,Managers
HP Inc.,2.2,Black_or_African_American,Managers
Cisco,2.2,Black_or_African_American,Managers
Twitter,2.3,Black_or_African_American,Managers
Google,2.4,Black_or_African_American,Managers
Intel,2.9,Black_or_African_American,Managers
Intuit,3,Black_or_African_American,Managers
Airbnb,3.1,Black_or_African_American,Managers
PayPal,3.1,Black_or_African_American,Managers
Apple,3.5,Black_or_African_American,Managers
HPE,4.2,Black_or_African_American,Managers
Pinterest,5,Black_or_African_American,Managers
View,7.7,Black_or_African_American,Managers
HPE,10.2,Asian,Managers
HP Inc.,11.2,Asian,Managers
View,12.8,Asian,Managers
Sanmina,13.4,Asian,Managers
Lyft,15.8,Asian,Managers
23andMe,16.9,Asian,Managers
Salesforce,20.4,Asian,Managers
Airbnb,21.4,Asian,Managers
Intuit,22.3,Asian,Managers
Square,22.3,Asian,Managers
Adobe,22.6,Asian,Managers
Apple,23,Asian,Managers
Twitter,23.3,Asian,Managers
NetApp,23.8,Asian,Managers
Uber,26.2,Asian,Managers
Google,27.3,Asian,Managers
Intel,27.7,Asian,Managers
PayPal,28.7,Asian,Managers
Cisco,28.8,Asian,Managers
Facebook,29.7,Asian,Managers
eBay,32.3,Asian,Managers
MobileIron,33.8,Asian,Managers
LinkedIn,36.4,Asian,Managers
Pinterest,37.5,Asian,Managers
Nvidia,50.9,Asian,Managers
View,12.8,Female_total,Managers
MobileIron,20.3,Female_total,Managers
Nvidia,20.3,Female_total,Managers
Cisco,22.8,Female_total,Managers
Intel,22.9,Female_total,Managers
NetApp,26.3,Female_total,Managers
Uber,27.3,Female_total,Managers
Apple,27.4,Female_total,Managers
Sanmina,28.6,Female_total,Managers
HP Inc.,28.7,Female_total,Managers
HPE,29.6,Female_total,Managers
Facebook,30.9,Female_total,Managers
Salesforce,31,Female_total,Managers
Square,32.4,Female_total,Managers
Adobe,34.7,Female_total,Managers
Twitter,35.6,Female_total,Managers
LinkedIn,36.7,Female_total,Managers
Google,36.9,Female_total,Managers
Lyft,37.1,Female_total,Managers
eBay,38.4,Female_total,Managers
PayPal,41.7,Female_total,Managers
Intuit,42.2,Female_total,Managers
Pinterest,42.5,Female_total,Managers
Airbnb,44.1,Female_total,Managers
23andMe,44.6,Female_total,Managers
View,5.1,White_female,Managers
Nvidia,6.6,White_female,Managers
MobileIron,6.8,White_female,Managers
Cisco,13.9,White_female,Managers
Intel,14.1,White_female,Managers
NetApp,16.9,White_female,Managers
Apple,17.6,White_female,Managers
Uber,17.9,White_female,Managers
Facebook,18,White_female,Managers
Square,18.8,White_female,Managers
LinkedIn,21,White_female,Managers
Sanmina,21,White_female,Managers
Salesforce,21.3,White_female,Managers
Adobe,21.8,White_female,Managers
HP Inc.,21.9,White_female,Managers
Google,22,White_female,Managers
Pinterest,22.5,White_female,Managers
HPE,23.1,White_female,Managers
eBay,23.4,White_female,Managers
Twitter,24.6,White_female,Managers
PayPal,25.7,White_female,Managers
23andMe,27.7,White_female,Managers
Lyft,28.2,White_female,Managers
Intuit,28.5,White_female,Managers
Airbnb,30.8,White_female,Managers
HPE,2.8,Asian_female,Managers
HP Inc.,3.4,Asian_female,Managers
Sanmina,3.9,Asian_female,Managers
Lyft,5,Asian_female,Managers
View,5.1,Asian_female,Managers
Intel,6,Asian_female,Managers
Apple,6.1,Asian_female,Managers
Cisco,6.3,Asian_female,Managers
Uber,6.5,Asian_female,Managers
Salesforce,7,Asian_female,Managers
NetApp,7.2,Asian_female,Managers
Twitter,7.5,Asian_female,Managers
Square,8.2,Asian_female,Managers
Airbnb,8.5,Asian_female,Managers
Intuit,9,Asian_female,Managers
23andMe,9.2,Asian_female,Managers
Facebook,9.7,Asian_female,Managers
Adobe,10,Asian_female,Managers
Google,11.1,Asian_female,Managers
LinkedIn,11.6,Asian_female,Managers
eBay,12,Asian_female,Managers
PayPal,12.1,Asian_female,Managers
MobileIron,12.2,Asian_female,Managers
Nvidia,12.4,Asian_female,Managers
Pinterest,12.5,Asian_female,Managers
23andMe,0,Black_or_African_American_female,Managers
View,0,Black_or_African_American_female,Managers
MobileIron,0,Black_or_African_American_female,Managers
Lyft,0,Black_or_African_American_female,Managers
Nvidia,0.2,Black_or_African_American_female,Managers
Adobe,0.4,Black_or_African_American_female,Managers
Salesforce,0.6,Black_or_African_American_female,Managers
Uber,0.6,Black_or_African_American_female,Managers
Cisco,0.7,Black_or_African_American_female,Managers
Intel,0.7,Black_or_African_American_female,Managers
Facebook,0.7,Black_or_African_American_female,Managers
Twitter,0.8,Black_or_African_American_female,Managers
